Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,L,2014-07-01,596154916,2014-07-08,4342,9.33,6.92,40510.86,30046.64,10464.22
Asia,Cambodia,Meat,Online,L,2020-04-06,907349956,2020-05-13,3870,421.89,364.69,1632714.3,1411350.3,221364.0
Central America and the Caribbean,Saint Lucia,Office Supplies,Online,H,2014-02-25,406833875,2014-04-02,39,651.21,524.96,25397.19,20473.44,4923.75
Central America and the Caribbean,Haiti,Fruits,Online,L,2024-02-18,582155501,2024-03-21,1604,9.33,6.92,14965.32,11099.68,3865.64
Sub-Saharan Africa,Liberia,Cosmetics,Offline,C,2015-07-09,741176164,2015-07-25,9352,437.2,263.33,4088694.4,2462662.16,1626032.24
Europe,Montenegro,Personal Care,Offline,M,2024-08-21,262069690,2024-09-07,1100,81.73,56.67,89903.0,62337.0,27566.0
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,H,2014-06-18,843322408,2014-07-15,6696,154.06,90.93,1031585.76,608867.28,422718.48
Middle East and North Africa,Bahrain,Meat,Online,M,2018-12-25,653733146,2019-01-19,3020,421.89,364.69,1274107.8,1101363.8,172744.0
Middle East and North Africa,Pakistan,Cereal,Online,H,2020-03-20,182413232,2020-03-25,8984,205.7,117.11,1848008.8,1052116.24,795892.56
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,L,2017-09-25,888786494,2017-11-13,529,47.45,31.79,25101.05,16816.91,8284.14
Europe,Hungary,Clothes,Offline,C,2023-04-19,252589261,2023-04-20,5630,109.28,35.84,615246.4,201779.2,413467.2
Europe,Armenia,Fruits,Offline,M,2023-06-11,323870360,2023-07-29,9292,9.33,6.92,86694.36,64300.64,22393.72
Europe,Poland,Cereal,Online,C,2016-11-24,972991120,2016-12-25,8549,205.7,117.11,1758529.3,1001173.39,757355.91
Europe,Andorra,Snacks,Online,M,2019-12-10,340625369,2020-01-18,7471,152.58,97.44,1139925.18,727974.24,411950.94
Asia,China,Beverages,Online,L,2018-04-08,687759435,2018-04-26,2155,47.45,31.79,102254.75,68507.45,33747.3
Europe,Iceland,Clothes,Online,H,2015-02-14,745692145,2015-02-20,5732,109.28,35.84,626392.96,205434.88,420958.08
Sub-Saharan Africa,Sudan,Meat,Offline,H,2015-04-02,666034829,2015-04-04,3362,421.89,364.69,1418394.18,1226087.78,192306.4
Europe,Sweden,Personal Care,Online,L,2019-07-24,670711314,2019-09-07,7237,81.73,56.67,591480.01,410120.79,181359.22
Asia,Mongolia,Baby Food,Online,H,2019-10-04,601957929,2019-11-08,1583,255.28,159.42,404108.24,252361.86,151746.38
Sub-Saharan Africa,Rwanda,Baby Food,Offline,H,2014-05-29,372323501,2014-06-09,7653,255.28,159.42,1953657.84,1220041.26,733616.58
Australia and Oceania,Australia,Office Supplies,Online,L,2014-04-11,414669358,2014-05-09,8733,651.21,524.96,5687016.93,4584475.68,1102541.25
Sub-Saharan Africa,Mauritius ,Fruits,Offline,M,2015-08-03,332169330,2015-08-28,5141,9.33,6.92,47965.53,35575.72,12389.81
Australia and Oceania,Federated States of Micronesia,Vegetables,Online,L,2016-01-25,248309743,2016-02-01,9226,154.06,90.93,1421357.56,838920.18,582437.38
Asia,Philippines,Office Supplies,Online,C,2020-04-18,356889426,2020-05-06,367,651.21,524.96,238994.07,192660.32,46333.75
Australia and Oceania,Palau,Cosmetics,Online,L,2023-08-31,472019708,2023-09-13,9976,437.2,263.33,4361507.2,2626980.08,1734527.12
Central America and the Caribbean,Honduras,Fruits,Online,L,2017-09-19,478124415,2017-10-26,6494,9.33,6.92,60589.02,44938.48,15650.54
Asia,India,Baby Food,Offline,H,2016-11-22,779939877,2017-01-07,397,255.28,159.42,101346.16,63289.74,38056.42
North America,United States of America,Cosmetics,Online,H,2021-02-02,952514922,2021-03-11,9187,437.2,263.33,4016556.4,2419212.71,1597343.69
Europe,Moldova ,Beverages,Online,H,2021-01-09,191210877,2021-01-27,2403,47.45,31.79,114022.35,76391.37,37630.98
Europe,Croatia,Personal Care,Offline,M,2014-04-03,461701571,2014-05-11,6610,81.73,56.67,540235.3,374588.7,165646.6
Sub-Saharan Africa,Djibouti,Vegetables,Online,L,2021-03-25,649973332,2021-03-31,408,154.06,90.93,62856.48,37099.44,25757.04
Central America and the Caribbean,El Salvador,Office Supplies,Offline,C,2015-10-16,612324988,2015-11-08,9426,651.21,524.96,6138305.46,4948272.96,1190032.5
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Online,C,2016-01-18,725367867,2016-03-08,1326,152.58,97.44,202321.08,129205.44,73115.64
Europe,Bulgaria,Personal Care,Online,C,2014-11-19,536025798,2014-12-26,800,81.73,56.67,65384.0,45336.0,20048.0
Europe,Poland,Meat,Offline,C,2017-05-19,111535108,2017-07-06,4572,421.89,364.69,1928881.08,1667362.68,261518.4
Central America and the Caribbean,Saint Lucia,Meat,Offline,M,2014-01-31,489444625,2014-03-08,6396,421.89,364.69,2698408.44,2332557.24,365851.2
Middle East and North Africa,Somalia,Fruits,Online,M,2018-06-04,527615678,2018-06-19,2059,9.33,6.92,19210.47,14248.28,4962.19
Asia,Cambodia,Meat,Online,H,2018-08-11,954222095,2018-09-21,4378,421.89,364.69,1847034.42,1596612.82,250421.6
Central America and the Caribbean,Jamaica,Household,Online,M,2015-01-15,317750203,2015-02-12,8201,668.27,502.54,5480482.27,4121330.54,1359151.73
Asia,Singapore,Meat,Offline,M,2014-12-20,836998832,2015-01-22,5409,421.89,364.69,2282003.01,1972608.21,309394.8
Europe,Latvia,Fruits,Offline,M,2016-06-17,751079308,2016-07-10,9913,9.33,6.92,92488.29,68597.96,23890.33
Sub-Saharan Africa,Niger,Office Supplies,Offline,H,2024-06-05,169415462,2024-06-12,2655,651.21,524.96,1728962.55,1393768.8,335193.75
Central America and the Caribbean,Jamaica,Cosmetics,Online,C,2023-11-24,621743619,2023-11-27,6608,437.2,263.33,2889017.6,1740084.64,1148932.96
Europe,Ireland,Clothes,Online,H,2017-06-12,108112609,2017-07-03,1778,109.28,35.84,194299.84,63723.52,130576.32
Central America and the Caribbean,Grenada,Fruits,Offline,C,2019-11-05,748883759,2019-12-07,201,9.33,6.92,1875.33,1390.92,484.41
Middle East and North Africa,Egypt,Clothes,Online,L,2020-08-21,234730899,2020-10-05,944,109.28,35.84,103160.32,33832.96,69327.36
Sub-Saharan Africa,South Africa,Cereal,Offline,L,2021-07-24,376640355,2021-08-27,5106,205.7,117.11,1050304.2,597963.66,452340.54
Sub-Saharan Africa,South Sudan,Office Supplies,Offline,C,2020-07-05,355910956,2020-07-15,816,651.21,524.96,531387.36,428367.36,103020.0
Middle East and North Africa,Tunisia ,Fruits,Online,H,2016-11-19,774154031,2017-01-06,8236,9.33,6.92,76841.88,56993.12,19848.76
Europe,Monaco,Meat,Offline,C,2016-12-07,503293406,2016-12-18,4558,421.89,364.69,1922974.62,1662257.02,260717.6
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,M,2017-09-21,735565412,2017-10-17,9006,109.28,35.84,984175.68,322775.04,661400.64
Asia,Bhutan,Household,Online,H,2023-02-27,933518874,2023-03-04,7835,668.27,502.54,5235895.45,3937400.9,1298494.55
Sub-Saharan Africa,Gabon,Personal Care,Offline,C,2017-04-08,180015122,2017-05-08,9330,81.73,56.67,762540.9,528731.1,233809.8
Asia,India,Cereal,Offline,C,2023-01-04,328227984,2023-01-18,8809,205.7,117.11,1812011.3,1031621.99,780389.31
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,H,2022-01-28,151643788,2022-03-06,3622,154.06,90.93,558005.32,329348.46,228656.86
Middle East and North Africa,Iran,Snacks,Offline,H,2024-05-22,294061362,2024-06-08,8147,152.58,97.44,1243069.26,793843.68,449225.58
Europe,United Kingdom,Meat,Online,M,2019-12-29,119592034,2020-02-03,8795,421.89,364.69,3710522.55,3207448.55,503074.0
Europe,Greece,Personal Care,Offline,C,2016-06-21,862659633,2016-07-01,9010,81.73,56.67,736387.3,510596.7,225790.6
Middle East and North Africa,Bahrain,Cereal,Online,M,2022-12-03,678000485,2022-12-29,4265,205.7,117.11,877310.5,499474.15,377836.35
Sub-Saharan Africa,Kenya,Baby Food,Offline,H,2023-03-14,490663421,2023-03-15,7065,255.28,159.42,1803553.2,1126302.3,677250.9
Australia and Oceania,New Zealand,Cosmetics,Online,L,2024-01-21,846009767,2024-02-12,1945,437.2,263.33,850354.0,512176.85,338177.15
Sub-Saharan Africa,Rwanda,Vegetables,Offline,L,2017-09-15,559713351,2017-09-24,474,154.06,90.93,73024.44,43100.82,29923.62
Europe,Portugal,Fruits,Offline,L,2019-04-05,767760503,2019-04-05,6249,9.33,6.92,58303.17,43243.08,15060.09
Middle East and North Africa,Saudi Arabia,Meat,Offline,C,2018-08-03,876450049,2018-08-20,9901,421.89,364.69,4177132.89,3610795.69,566337.2
Europe,Romania,Clothes,Online,L,2017-10-06,812393319,2017-11-24,4091,109.28,35.84,447064.48,146621.44,300443.04
Sub-Saharan Africa,South Africa,Office Supplies,Online,H,2015-01-07,572514140,2015-01-26,8511,651.21,524.96,5542448.31,4467934.56,1074513.75
Asia,Indonesia,Beverages,Offline,H,2020-10-11,674048840,2020-10-28,4886,47.45,31.79,231840.7,155325.94,76514.76
Australia and Oceania,Marshall Islands,Personal Care,Online,L,2020-03-30,804546248,2020-04-20,1969,81.73,56.67,160926.37,111583.23,49343.14
Europe,Portugal,Personal Care,Online,M,2021-07-01,271867692,2021-07-22,546,81.73,56.67,44624.58,30941.82,13682.76
Sub-Saharan Africa,Seychelles ,Cosmetics,Offline,L,2018-02-04,254186999,2018-03-22,8437,437.2,263.33,3688656.4,2221715.21,1466941.19
Europe,Belarus,Office Supplies,Offline,H,2015-10-14,649990499,2015-11-19,5488,651.21,524.96,3573840.48,2880980.48,692860.0
Europe,Bulgaria,Vegetables,Online,H,2016-06-21,528077018,2016-07-13,8579,154.06,90.93,1321680.74,780088.47,541592.27
Europe,Estonia,Clothes,Online,C,2023-07-26,377557885,2023-09-13,6623,109.28,35.84,723761.44,237368.32,486393.12
Middle East and North Africa,Morocco,Clothes,Offline,H,2015-03-31,757856929,2015-05-18,5561,109.28,35.84,607706.08,199306.24,408399.84
Central America and the Caribbean,Saint Lucia,Beverages,Online,M,2024-08-30,948710477,2024-09-11,3367,47.45,31.79,159764.15,107036.93,52727.22
Sub-Saharan Africa,Eritrea,Baby Food,Offline,C,2016-12-18,300167357,2017-01-15,5046,255.28,159.42,1288142.88,804433.32,483709.56
Europe,Switzerland,Personal Care,Online,H,2022-12-17,482588899,2023-01-26,7634,81.73,56.67,623926.82,432618.78,191308.04
Europe,Denmark,Office Supplies,Offline,L,2016-02-27,536648929,2016-03-31,5198,651.21,524.96,3384989.58,2728742.08,656247.5
Europe,Slovakia,Household,Online,C,2014-04-30,923333775,2014-05-05,3838,668.27,502.54,2564820.26,1928748.52,636071.74
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,M,2020-09-18,373942267,2020-11-02,6682,47.45,31.79,317060.9,212420.78,104640.12
Europe,Ireland,Vegetables,Online,M,2018-09-07,840085732,2018-09-07,8892,154.06,90.93,1369901.52,808549.56,561351.96
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,2019-10-29,743687999,2019-11-07,2660,154.06,90.93,409799.6,241873.8,167925.8
Middle East and North Africa,Saudi Arabia,Snacks,Offline,L,2015-11-10,826985394,2015-12-04,2211,152.58,97.44,337354.38,215439.84,121914.54
Europe,Montenegro,Cosmetics,Online,C,2016-01-13,102526748,2016-02-15,8798,437.2,263.33,3846485.6,2316777.34,1529708.26
Europe,Germany,Cereal,Online,L,2020-06-04,803173387,2020-07-14,5708,205.7,117.11,1174135.6,668463.88,505671.72
Europe,Sweden,Household,Online,M,2014-07-24,732099139,2014-08-28,3259,668.27,502.54,2177891.93,1637777.86,540114.07
Europe,Belarus,Clothes,Offline,H,2017-07-23,912790334,2017-08-15,3799,109.28,35.84,415154.72,136156.16,278998.56
Europe,Switzerland,Baby Food,Offline,M,2023-04-20,639045798,2023-06-07,6708,255.28,159.42,1712418.24,1069389.36,643028.88
Sub-Saharan Africa,Rwanda,Cosmetics,Online,L,2016-06-26,624976861,2016-07-10,3396,437.2,263.33,1484731.2,894268.68,590462.52
Europe,Iceland,Snacks,Offline,C,2020-09-28,755007350,2020-10-15,2308,152.58,97.44,352154.64,224891.52,127263.12
Asia,Laos,Meat,Online,C,2018-06-04,533873593,2018-06-17,3915,421.89,364.69,1651699.35,1427761.35,223938.0
Europe,Albania,Household,Online,H,2020-02-16,436624419,2020-04-05,5723,668.27,502.54,3824509.21,2876036.42,948472.79
Middle East and North Africa,Tunisia ,Household,Offline,L,2016-07-24,558621156,2016-08-27,7269,668.27,502.54,4857654.63,3652963.26,1204691.37
Central America and the Caribbean,Panama,Beverages,Offline,L,2015-12-25,165537631,2016-01-08,5118,47.45,31.79,242849.1,162701.22,80147.88
Australia and Oceania,New Zealand,Vegetables,Online,H,2017-06-16,843360173,2017-06-16,7871,154.06,90.93,1212606.26,715710.03,496896.23
Asia,Uzbekistan,Office Supplies,Offline,C,2016-03-15,648387610,2016-04-28,1157,651.21,524.96,753449.97,607378.72,146071.25
Australia and Oceania,Tonga,Baby Food,Offline,L,2019-08-25,857231271,2019-08-29,2637,255.28,159.42,673173.36,420390.54,252782.82
Sub-Saharan Africa,Central African Republic,Cereal,Offline,H,2020-08-31,116814982,2020-10-03,7004,205.7,117.11,1440722.8,820238.44,620484.36
Europe,Ireland,Personal Care,Online,C,2024-05-05,294375073,2024-06-18,981,81.73,56.67,80177.13,55593.27,24583.86
Europe,Sweden,Office Supplies,Online,C,2021-03-23,627460372,2021-05-02,8322,651.21,524.96,5419369.62,4368717.12,1050652.5
Europe,Netherlands,Cosmetics,Offline,L,2014-01-17,873932206,2014-02-20,4815,437.2,263.33,2105118.0,1267933.95,837184.05
Australia and Oceania,Papua New Guinea,Household,Offline,H,2023-02-05,861964404,2023-03-09,3277,668.27,502.54,2189920.79,1646823.58,543097.21
Sub-Saharan Africa,Djibouti,Vegetables,Online,H,2016-09-11,940043294,2016-09-11,8555,154.06,90.93,1317983.3,777906.15,540077.15
Sub-Saharan Africa,Kenya,Beverages,Offline,C,2023-06-28,626967704,2023-08-12,2531,47.45,31.79,120095.95,80460.49,39635.46
Asia,Kazakhstan,Personal Care,Offline,L,2020-02-22,861848962,2020-03-25,9115,81.73,56.67,744968.95,516547.05,228421.9
Sub-Saharan Africa,Senegal,Snacks,Offline,H,2022-04-09,854110896,2022-04-28,9249,152.58,97.44,1411212.42,901222.56,509989.86
Europe,Moldova ,Beverages,Online,C,2014-11-26,333489835,2014-12-24,5908,47.45,31.79,280334.6,187815.32,92519.28
Europe,Hungary,Cereal,Online,H,2021-12-30,900034606,2022-01-15,9096,205.7,117.11,1871047.2,1065232.56,805814.64
Middle East and North Africa,Israel,Vegetables,Online,C,2015-07-20,174106538,2015-07-24,848,154.06,90.93,130642.88,77108.64,53534.24
Sub-Saharan Africa,The Gambia,Snacks,Offline,M,2017-03-10,346379458,2017-03-12,234,152.58,97.44,35703.72,22800.96,12902.76
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2017-12-14,527839696,2018-01-18,8351,651.21,524.96,5438254.71,4383940.96,1054313.75
Sub-Saharan Africa,Cameroon,Cosmetics,Online,L,2015-09-29,799786078,2015-10-11,3328,437.2,263.33,1455001.6,876362.24,578639.36
Europe,Andorra,Household,Online,H,2020-08-25,863829934,2020-09-03,5329,668.27,502.54,3561210.83,2678035.66,883175.17
Asia,Myanmar,Snacks,Offline,C,2017-07-15,491895091,2017-08-24,1543,152.58,97.44,235430.94,150349.92,85081.02
Europe,Portugal,Cosmetics,Offline,M,2014-02-27,876217877,2014-03-28,1196,437.2,263.33,522891.2,314942.68,207948.52
Asia,Turkmenistan,Office Supplies,Offline,M,2014-06-04,579347121,2014-07-16,542,651.21,524.96,352955.82,284528.32,68427.5
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online,L,2023-10-01,484144151,2023-10-06,7868,152.58,97.44,1200499.44,766657.92,433841.52
Middle East and North Africa,Tunisia ,Cereal,Offline,L,2022-04-26,643782794,2022-06-03,8490,205.7,117.11,1746393.0,994263.9,752129.1
Central America and the Caribbean,Haiti,Vegetables,Online,H,2023-11-25,731749379,2023-12-12,9757,154.06,90.93,1503163.42,887204.01,615959.41
Asia,Taiwan,Baby Food,Online,L,2017-01-12,491842734,2017-01-23,6050,255.28,159.42,1544444.0,964491.0,579953.0
Australia and Oceania,Fiji,Cereal,Offline,H,2023-11-04,188174188,2023-11-04,3779,205.7,117.11,777340.3,442558.69,334781.61
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks,Online,C,2019-10-31,155167567,2019-11-05,6386,152.58,97.44,974375.88,622251.84,352124.04
Sub-Saharan Africa,Djibouti,Cosmetics,Online,L,2014-02-04,347559201,2014-02-11,9346,437.2,263.33,4086071.2,2461082.18,1624989.02
Asia,Indonesia,Cosmetics,Offline,C,2022-07-27,790397918,2022-08-24,5163,437.2,263.33,2257263.6,1359572.79,897690.81
Europe,Bulgaria,Meat,Online,C,2019-12-05,229045045,2019-12-06,8374,421.89,364.69,3532906.86,3053914.06,478992.8
Sub-Saharan Africa,Cape Verde,Fruits,Online,M,2019-10-09,179174411,2019-11-28,545,9.33,6.92,5084.85,3771.4,1313.45
Middle East and North Africa,Oman,Snacks,Offline,C,2015-10-27,876772344,2015-11-04,5275,152.58,97.44,804859.5,513996.0,290863.5
Europe,Bosnia and Herzegovina,Cereal,Online,L,2019-05-03,828137671,2019-05-04,3195,205.7,117.11,657211.5,374166.45,283045.05
Middle East and North Africa,United Arab Emirates,Meat,Online,C,2021-09-12,859881722,2021-09-29,6965,421.89,364.69,2938463.85,2540065.85,398398.0
Sub-Saharan Africa,Liberia,Meat,Online,H,2021-02-18,968928325,2021-03-19,6278,421.89,364.69,2648625.42,2289523.82,359101.6
Europe,Slovakia,Personal Care,Online,C,2017-05-19,772513806,2017-06-16,2857,81.73,56.67,233502.61,161906.19,71596.42
Europe,Denmark,Cereal,Offline,C,2017-01-08,858186995,2017-02-16,5458,205.7,117.11,1122710.6,639186.38,483524.22
Middle East and North Africa,Kuwait,Cereal,Offline,H,2017-06-15,533809220,2017-06-19,4866,205.7,117.11,1000936.2,569857.26,431078.94
Europe,France,Baby Food,Online,M,2022-12-01,977554309,2022-12-02,8898,255.28,159.42,2271481.44,1418519.16,852962.28
Australia and Oceania,Kiribati,Household,Online,M,2017-10-11,287908589,2017-11-02,7404,668.27,502.54,4947871.08,3720806.16,1227064.92
Europe,Ukraine,Fruits,Online,M,2014-08-18,233670890,2014-10-05,7264,9.33,6.92,67773.12,50266.88,17506.24
Europe,Ukraine,Household,Online,C,2016-11-20,403952538,2016-12-11,7388,668.27,502.54,4937178.76,3712765.52,1224413.24
Sub-Saharan Africa,Ghana,Clothes,Offline,C,2024-02-13,458177363,2024-03-08,3718,109.28,35.84,406303.04,133253.12,273049.92
Australia and Oceania,Samoa ,Fruits,Online,C,2016-01-01,576081693,2016-01-02,4230,9.33,6.92,39465.9,29271.6,10194.3
Middle East and North Africa,Yemen,Beverages,Offline,M,2021-11-06,107714354,2021-12-12,3926,47.45,31.79,186288.7,124807.54,61481.16
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,2018-12-31,723436677,2019-01-26,9844,154.06,90.93,1516566.64,895114.92,621451.72
Europe,Norway,Cereal,Offline,H,2023-09-26,563922488,2023-09-30,6051,205.7,117.11,1244690.7,708632.61,536058.09
Asia,Brunei,Personal Care,Online,M,2021-09-30,990158116,2021-10-21,8645,81.73,56.67,706555.85,489912.15,216643.7
Australia and Oceania,Tuvalu,Fruits,Offline,C,2016-04-14,733442389,2016-04-25,757,9.33,6.92,7062.81,5238.44,1824.37
Australia and Oceania,Kiribati,Vegetables,Online,H,2022-10-14,845386636,2022-11-09,7547,154.06,90.93,1162690.82,686248.71,476442.11
Sub-Saharan Africa,Mauritania,Cosmetics,Online,L,2020-10-05,647914683,2020-10-06,1208,437.2,263.33,528137.6,318102.64,210034.96
Europe,Poland,Snacks,Offline,L,2023-04-28,883262860,2023-06-08,5963,152.58,97.44,909834.54,581034.72,328799.82
Asia,Nepal,Office Supplies,Online,C,2018-04-30,563979995,2018-06-01,3068,651.21,524.96,1997912.28,1610577.28,387335.0
Sub-Saharan Africa,Senegal,Beverages,Offline,C,2016-07-18,122927415,2016-08-16,5809,47.45,31.79,275637.05,184668.11,90968.94
Middle East and North Africa,Turkey,Vegetables,Offline,C,2014-03-15,963278949,2014-04-07,4502,154.06,90.93,693578.12,409366.86,284211.26
Sub-Saharan Africa,Central African Republic,Fruits,Online,C,2019-09-19,508520925,2019-10-06,1497,9.33,6.92,13967.01,10359.24,3607.77
Australia and Oceania,Solomon Islands,Clothes,Online,M,2016-04-12,752452170,2016-04-17,6173,109.28,35.84,674585.44,221240.32,453345.12
Sub-Saharan Africa,Lesotho,Vegetables,Offline,C,2020-09-02,609184014,2020-10-16,9942,154.06,90.93,1531664.52,904026.06,627638.46
Middle East and North Africa,Jordan,Personal Care,Online,L,2024-06-08,863140285,2024-07-04,1246,81.73,56.67,101835.58,70610.82,31224.76
Middle East and North Africa,Bahrain,Cosmetics,Online,C,2020-08-16,119057309,2020-08-25,558,437.2,263.33,243957.6,146938.14,97019.46
Asia,Kyrgyzstan,Office Supplies,Online,L,2019-10-31,651983916,2019-12-10,5384,651.21,524.96,3506114.64,2826384.64,679730.0
Asia,Uzbekistan,Household,Offline,M,2023-06-18,757281434,2023-07-15,5260,668.27,502.54,3515100.2,2643360.4,871739.8
